__ON__ LIEB ZUSCHAUER ABEND	liebe zuschauer guten abend .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG ZWEITE MAI __OFF__	und nun die wettervorhersage für morgen sonntag den zweiten mai .
__ON__ NORD MITTE EUROPA ENORM TIEF KOMMEN KOMMEN DEUTSCH LAND	tiefer luftdruck über nord und mitteleuropa bestimmt auch das wetter bei uns in deutschland .
NORD KUEHL KOMMEN loc-REGION WARM EINIGERMASSEN __OFF__	in den norden strömt kühlere luft während die luft sonst relativ warm bleibt .
__ON__ NACHT SUED REGEN REGEN loc-SUEDOST REGEN REGEN loc-NORD KLAR	in der nacht regnet es im süden und südosten hier und da richtung norden ist es teilweise klar .
MORGEN WOLKE UEBERWIEGEND REGEN REGEN SCHAUER SCHAUER AUCH STARK REGEN REGEN	morgen überwiegen die wolken es regnet oder schauert verbreitet mitunter auch kräftig .
BESONDERS NACH MITTAG GEWITTER GEWITTER	vor allem am nachmittag sind einzelne gewitter dabei .
loc-NORDOST __EMP__ FREUNDLICH SO __OFF__	im nordosten ist es teilweise freundlich .
__ON__ loc-NORD SCHWACH MAESSIG NORD WEHEN WEHEN WEHEN SONST loc-REGION SCHWACH WEHEN	der wind weht im norden schwach bis mäßig aus ost bis nordost sonst schwach aus unterschiedlichen richtungen .
WENN SCHAUER SCHAUER GEWITTER STARK WEHEN __OFF__	bei schauern und gewittern starke böen .
__ON__ HEUTE NACHT ZEHN ZWISCHEN EINS loc-LAND-PLUSPLUS __HOLD__ BODEN FROST	heute nacht zehn bis ein grad in der nordhälfte stellenweise bodenfrost .
DIENSTAG loc-SUEDOST REGEN REGEN loc-NORDWEST MEHR FREUNDLICH	am dienstag regnet es im südosten ab und an richtung nordwesten ist es recht freundlich .
__ON__ GUT ABEND LIEB DU ZUSCHAUER __PU__	guten abend liebe zuschauer .
WETTER JETZT UMWANDELN	die wetterlage stellt sich jetzt um .
GOLD OKTOBER JETZT UMWANDELN GRAU NOVEMBER	aus einem goldenen oktober wird jetzt doch eher ein grauer november .
__LEFTHAND__ FLUSS IX FREUNDLICH	heut war es im rhein main gebiet noch mal freundlich .
DAS-IST-ES ZEIGEN-BILDSCHIRM ICH UNTEN ICH ICH STEHEN __OFF__	das ist unser studio überigens da unten stehe ich jetzt zur zeit drin .
__ON__ VON __LEFTHAND__ __LEFTHAND__ KOMMEN REGEN REGEN NORDRAUM cl-KOMMEN	auf jeden fall die nächste regenfront kommt aus westen wird morgen bereits über der nordsee und dann die nordseeküste erreichen .
UND IM-VERLAUF __EMP__ NAECHSTE NAECHSTE IN-KOMMEND WEITER WEITER REGEN REGEN REGEN REGEN AUCH WIND AUCH KUEHL MANCHMAL MILD LUFT	und danach geht es in den nächsten tagen mit weiterem regen weiter und dazu auch wind und mal kühlere mal etwas mildere luft .
HEUTE NACHT NORD MEISTENS WOLKE BISSCHEN REGEN REGEN	heute nacht stark bewölkt im norden dazu immer wieder ein bisschen regen .
MORGEN IM-VERLAUF VIER ZWISCHEN NEUN GRAD GRAD	die temperaturen morgen früh meist zwischen vier und neun grad .
NEUN MAXIMAL MORGEN OST IX WEST NOCHEINMAL VIERZEHN GRAD GRAD MAXIMAL SCHLUSS	ja neun grad sind die höchsttemperaturen morgen im osten im westen geht es nochmal rauf auf vierzehn grad aber das war es .
IX BERG WARM LUFT negalp-AUCH neg-ACHTZEHN neg-GRAD NICHT	es gibt keinen föhn mehr am alpenrand und deshalb auch keine achtzehn grad mehr dort .
STARK WOLKE BISSCHEN REGEN REGEN REGEN	es ist stark bewölkt es regnet ein bisschen am alpenrand .
SONST SCHWARZ WALD HERZ BERG BERLIN IX SONNE REGION	ansonsten sonne vom schwarzwald bis zum erzgebirge und berlin .
NORDWESTRAUM WIEDER GRAU NACH MITTAG IX NORDRAUM REGEN REGEN FRISCH UND WIND IX __LEFTHAND__ WEHEN WEHEN	aber im norden wieder grau und nachmittags regnet es auch an der nordsee und im nordwesten bei einem frischen zum teil kräftigen südwestwind .
JETZT WECHSELHAFT WECHSELHAFT	in den nächsten tagen wechselhaftes wetter bei uns dann in deutschland .
BESONDERS NORD WIND REGEN REGEN	es wird vor allem im norden windig und regnerisch .
DONNERSTAG DANN IM-VERLAUF BISSCHEN MILD	und am donnerstag ist es vorübergehend mal ein bisschen milder .
SCHOEN ABEND poss-EUCH MACHEN GUT poss-EUCH __OFF__	ihnen einen schönen abend und machen sie es gut .
__ON__ __HOLD__ JETZT WETTER MORGEN DIENSTAG ZWEITE NOVEMBER __OFF__	und nun die wettervorhersage für morgen dienstag den zweiten november .
NORDWESTRAUM DANN TIEF cl-KOMMEN IN-KOMMEND BESONDERS NORDRAUM REGEN REGEN WIND __OFF__	im nordwesten deutschlands machen sich allerdings tiefausläufer bemerkbar die in den nächsten tagen besonders im norden für regen und wind sorgen werden .
__ON__ NORDWESTRAUM HEUTE NEBEL NEBEL NEBEL SONST REGION IX __EMP__ STERN KOENNEN SEHEN	in der nordwesthälfte ist es heute nacht meist bedeckt sonst zeigen sich teilweise die sterne .
IX NEBEL neg-HABEN FREUNDLICH SONNE WOLKE	abseits des nebels wird es freundlich mit sonne und wolken .
BERG IX MEISTENS WOLKE MANCHMAL REGEN REGEN	an den alpen ist es stark bewölkt hier und da fallen ein paar tropfen .
__ON__ NORD MAESSIG WEHEN KUESTE FRISCH STURM STURM __OFF__	schwacher im norden mäßiger und an den küsten frischer wind mit starken bis stürmischen böen .
__ON__ HEUTE NACHT NORDRAUM MAXIMAL NEUN BERG BERG KUEHL IX ZWEI GRAD	heute nacht im norden bis neun am alpenrand kühle zwei grad .
MORGEN NEUN ZWISCHEN DREIZEHN __LEFTHAND__ MAXIMAL VIERZEHN GRAD GRAD	morgen temperaturen von neun bis dreizehn am niederrhein bis vierzehn grad .
IM-VERLAUF NORDRAUM MEISTENS WOLKE REGEN REGEN WIND AUCH STURM	im norden ist es in den kommenden tagen meist stark bewölkt mit regen und windig zum teil auch stürmisch .
SUED MEHR FREUNDLICH MEISTENS TROCKEN	richtung süden deutlich freundlicher und meist trocken .
IX MILD __OFF__	dabei bleibt es sehr mild .
__ON__ JETZT WETTER MORGEN FREITAG __PU__ ZWEITE OKTOBER __OFF__	und nun die wettervorhersage für morgen freitag den zweiten oktober .
__ON__ OST EUROPA TIEF loc-REGION IX HOCH HOCH loc-REGION WEITER __HOLD__ LUFT WIND SO KOMMEN KOMMEN	zwischen dem tief über nordosteuropa und dem hoch über der biskaya strömt weiter kühle luft zu uns .
__ON__ NACHT SCHAUER AUCH FLUSS SUED loc-REGION REGEN REGEN	in der nacht fallen im norddeutschen tiefland schauer auch südlich des mains regnet es stellenweise vereinzelt bildet sich nebel .
MORGEN NORD loc-REGION REGEN REGEN __PU__ OST SEE KURZ GEWITTER	morgen in der nordhälfte einige schauer an der ostsee auch kurze gewitter .
FLUSS REGEN REGEN loc-REGION MEHR TROCKEN __PU__	auch an den alpen regnet es leicht dazwischen ist es trocken .
WIND SCHWACH MAESSIG KOMMEN KOMMEN __OFF__	der wind weht schwach bis mäßig im nordosten in böen auch starker wind aus west bis nordwest .
__ON__ SAMSTAG NORD loc-REGION REGEN WOLKE TEIL STURM	am samstag im norden regenwolken teilweise ist es stürmisch .
SUED loc-REGION BESSER __OFF__	richtung süden ist es freundlicher .
__ON__ MONTAG TEIL SONNE TEIL WOLKE MANCHMAL REGEN REGEN __OFF__	am montag teils sonne teils wolken und hier und da regen .
__ON__ TIEF REGION DESHALB cl-KOMMEN REGEN REGEN	das tief über dem atlantik versorgt weite teile deutschlands mit neuen regenwolken .
HOCH FINNLAND cl-KOMMEN ABER EINFLUSS OSTRAUM	das hoch über finnland zieht sich zwar etwas zurück bestimmt aber weiter das wetter im osten deutschlands .
LUFT WEHEN WEHEN MEHR MILD	die luft die zu uns strömt wird immer milder .
NORDOSTRAUM NACHT KLAR REGION REGEN REGEN	im nordosten verläuft die nacht oft klar sonst regnet es hier und da .
TAG NORDRAUM HERZ RAUM FREUNDLICH REGION WOLKE MAL REGEN REGEN	am tag zwischen ostsee und erzgebirge recht freundliches wetter sonst viele wolken und es regnet mancherorts .
SPAETER WEST cl-KOMMEN AUFLOCKERUNG	später lockert es im westen und südwesten teilweise auf .
NORD MAESSIG MAESSIG MAESSIG IX NORDRAUM STARK WIND	im norden mäßiger bis frischer wind an der see auch starker wind mit stürmischen böen .
REGION SCHWACH WEHEN WEHEN	sonst wieder schwach bis mäßig .
__ON__ SONNTAG SUEDOSTRAUM FREUNDLICH NORDOSTRAUM MEHR WOLKE	am sonntag ist es im südosten freundlich nach nordosten ist es wolkiger .
__ON__ LIEB ZUSCHAUER GUT ABEND	liebe zuschauer guten abend .
SCHLECHT OKTOBER __EMP__ POSITIV POSITIV POSITIV	der start in den oktober war ganz positiv .
EIN-PAAR-TAGE ANFANG WIE-IMMER WIE-IMMER __HOLD__ IN-KOMMEND __LEFTHAND__ LANGSAM KOMMEN KUEHL WEHEN WEHEN	in den nächsten tagen wird sich anfangs nicht viel ändern aber im laufe der woche kann sich doch von nordwesten so langsam kühlere luft bei uns durchsetzen .
WARM cl-KOMMEN WEG WEG	die warme luft wird erstmal nach nordosten abgedrängt .
HEUTE NACHT NORD NORDWESTRAUM WECHSELHAFT TROPFEN TROPFEN TROPFEN	heute nacht gibt es im nordwesten ab und zu ein paar regentropfen .
WIND STARK WEHEN WEHEN	der wind nimmt kräftig zu der südwestwind .
IX REGION IX RUHIG BERG TROPFEN TROPFEN REGEN TROPFEN TROPFEN	nach süden hin alles ruhiger nur am alpenrand auch hier und da einige regentropfen .
NACHT KUEHL KLAR UNTER ZEHN GRAD	und die nacht wird kühl dort wo es aufklart auf jeden fall unter zehn grad .
MORGEN MORGEN MORGEN MORGEN REGEN cl-KOMMEN ABER VIEL REGEN NICHT NICHT	morgen breiten sich die regenwolken noch so ein bisschen weiter nach nordosten aus aber es fällt nicht viel heraus .
OST EUROPA MEHR FREUNDLICH ACHTZEHN GRAD BIS ZWANZIG GRAD	und östlich der elbe wird es schon wieder ganz freundlich achtzehn bis zwanzig grad .
ZWANZIG FLUSS AUCH IX FREUNDLICH WETTER BERG DAZU MEHR DICHT	die zwanzig werden auch am oberrhein erreicht und dazu auch im süden deutschlands ganz freundliches wetter erst an den alpen die wolken dann wieder etwas dichter .
EIN-PAAR-TAGE WIE-AUSSEHEN LANGSAM WECHSELHAFT WECHSELHAFT __HOLD__ WIND WIND AUCH MEHR KUEHL	in den nächsten tagen da wird es langsam wieder wechselhafter windiger und dann auch ganz allmählich etwas kühler .
SO WUENSCHEN SCHOEN ABEND __OFF__	damit wünsche ich ihnen jetzt erstmal einen schönen abend .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN DIENSTAG ZWEITE AUGUST __OFF__	und nun die wettervorhersage für morgen dienstag den zweiten oktober .
__ON__ IX ANKOMMEN NORD REGION DAS-IST-ES NORDWESTRAUM WOLKE BISSCHEN REGEN	der ausläufer eines nordmeertiefs bringt uns von nordwesten wolken und etwas regen .
OST SUEDRAUM BISSCHEN HOCH DRUCK DESHALB FREUNDLICH	im osten und süden deutschlands bleibt es unter leichten hochdruckeinfluss freundlicher .
IX OST MEHR STARK BERG BAYERN IX IX IX REGEN __HOLD__	im südosten ist es heute nacht meist stark bewölkt zwischen alpen und bayerischem wald regnet es örtlich .
IX IX STERN KOENNEN KLAR	ansonsten können sich die sterne teilweise länger zeigen .
cl-KOMMEN ABER NORDWESTRAUM cl-KOMMEN DESHALB INNERHALB REGEN REGEN cl-KOMMEN	im nordwesten gibt es allerdings wolken die sich mit etwas regen nach westen ausbreiten .
OST SUEDOSTRAUM REGEN VERSCHWINDEN DANN FREUNDLICH __HOLD__ IX WOLKE BISSCHEN REGEN NORDRAUM KOENNEN SCHAUER DABEI	im osten und süden wird es morgen nach nebelauflösung am freundlichsten im übrigen land zeitweise dichtere wolken die hier und da regen an der nordsee auch schauer bringen .
WIND SCHWACH MAESSIG IX FRISCH STARK WEHEN WEHEN WEHEN __OFF__	der wind weht schwach bis mäßig an der see frisch und zum teil stark böig aus süd west .
MORGEN MORGEN MORGEN VIERZEHN BERG BIS ZWANZIG OST E IX IX	morgen reichen die werte von vierzehn grad in der eifel bis zu zwanzig grad in der lausitz .
MITTWOCH WIE-IMMER AEHNLICH NORDWESTRAUM WIND	am mittwoch ähnliches wetter im norden und westen allerdings sehr windig .
DONNERSTAG IX REGEN IX __HOLD__ GEWITTER	am donnerstag verbreitet regen oder schauer im norden auch gewitter .
FREITAG TEIL WIND MEER STURM NORDRAUM REGEN	am freitag zum teil sehr windig auf den bergen stürmisch in der nordhälfte regnerisch .
IX IX FREUNDLICH __OFF__	richtung süden ist es freundlicher .
__ON__ JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG ZWEITE SEPTEMBER __OFF__	und nun die wettervorhersage für morgen donnerstag den zweiten september .
__ON__ FRANKREICH IX NORD REGION HOCH LUFT cl-KOMMEN IX REGION TIEF KOMMEN	zwischen frankreich und dem nordmeer herrscht hoher luftdruck über osteuropa dreht ein tief seine kreise .
NACHT NORDOST KLAR HIMMEL ABER TEILWEISE TEILWEISE SCHAUER SCHAUER	in der nacht lockert es über den nordosthälfte teilweise auf mitunter fallen aber auch schauer .
SUEDWESTRAUM IX KLAR	in der südwesthälfte ist es verbreitet klar .
SUEDWESTRAUM __PU__ TAG FREUNDLICH IX SPAETER AUCH MEHR WOLKE IX __OFF__	in der südwesthälfte beginnt der tag meist freundlich später wird es dann auch dort wolkiger .
__ON__ NORDOSTRAUM WIND MAESSIG SCHWACH SCHWACH WESTRAUM	in der nordosthälfte mitunter mäßiger wind sonst weht er meist nur schwach .
HEUTE NACHT ALPEN EINS GRAD GRAD OSTRAUM VIERZEHN GRAD __OFF__	heute nacht ein grad an den alpen vierzehn grad an der ostsee .
__ON__ REGION MORGEN FUENFZEHN __LEFTHAND__ IX DREI ZWANZIG GRAD GRAD __OFF__	am tag fünfzehn grad im osten und dreiundzwanzig grad am oberrhein .
FREITAG SONNE WOLKE WECHSELHAFT	am freitag sonne und wolken im wechsel vereinzelt schauer .
SAMSTAG AUCH MAL SONNE MAL WOLKE	auch am samstag mal sonne mal wolken .
NORDWESTRAUM LANG SONNE SUEDOSTRAUM WAHRSCHEINLICH GEWITTER REGEN REGEN	im nordwesten scheint für längere zeit die sonne in der südosthälfte einzelne teilweise gewittrige schauer .
SONNTAG NAECHSTE FREUNDLICH NUR REGION SCHAUER SCHAUER SCHAUER __OFF__	am sonntag ist es recht freundlich und nur einzelne schauer .
__ON__ WAR __EMP__ HIER SAMSTAG SONNTAG DUMM NUR BISSCHEN HOCH HOCH D A M I A N	das war ein sommerliches kurzprogramm was wir in diesem wochenende hatten und verantwortlich dafür war hoch damian .
IX RICHTUNG K R E T A JETZT KOMMEN-PLUSPLUS TIEF T V U __PU__	das nimmt jetzt allerdings kurs auf kreta und wir bekommen es mit den tiefs tina uschi und viola zu tun .
HIER REGEN REGEN GEWITTER AUCH HAUPTSAECHLICH GEWITTER WIE HEUTE NACHT BESONDERS BAYERN IX UND SACHSEN IX	das bedeutet bei uns eher wechselhaftes wetter mit regen schauern und auch mit gewittern die auch mal heftiger ausfallen können wie in dieser nacht vor allen dingen in bayern und in sachsen .
loc-REGION KLAR IX KUEHL IX TEMPERATUR ZWOELF ZWISCHEN ELF	im westen lockern die wolken auf und da wird es dann auch kühl da sinken die temperaturen auf zwölf oder elf grad .
MORGEN DEUTSCH LAND MAXIMAL ACHTZEHN BIS VIER ZWANZIG GRAD DOCH REGEN REGEN BESONDERS OST loc-OST loc-SUED __OFF__	morgen erwarten uns in ganz deutschland höchsttemperaturen zwischen achtzehn und vierundzwanzig grad und wir haben es immer noch mit regenschauern zu tun vor allen dingen in der gesamten ost und südhälfte .
loc-WEST __??NEBEL__ BESONDERS SONNE MAL MAL REGEN-PLUSPLUS ABER WIND IX loc-REGION WIND MAESSIG EINIGERMASSEN __OFF__	im westen dagegen lockern die wolken auf es gibt sonnenschein und nur ab und zu einige regenschauer bei einem mäßigem wind aus nordwestlichen richtungen .
__ON__ IN-KOMMEND REGEN MAL NORD MAL SUED MAL MITTE WAHRSCHEINLICH	in den nächsten tagen gibt es den regen mal mehr im norden mal mehr im süden und mal mehr in der mitte .
DANN TEMPERATUR SIEBZEHN BIS FUENF ZWANZIG GRAD __PU__ KOENNEN WIR ZUFRIEDEN	und die temperaturen dazu sind mit siebzehn bis fünfundzwanzig grad eigentlich ganz ansprechend da könnten wir doch eigentlich zufrieden sein .
__EMP__ ENDE JETZT SCHLUSS GUT ABEND MITTEILEN __OFF__	das meine damen und herren war es für heute schönen abend noch .
__ON__ loc-OST loc-SUEDOST DEUTSCH LAND MORGEN BISSCHEN HOCH DRUCK NOCH	im osten und südosten deutschlands macht sich morgen noch leichter hochdruckeinfluss bemerkbar .
loc-WEST __LEFTHAND__ IX loc-TIEF BISSCHEN REGEN-PLUSPLUS GLEICH ZEIT IM-VERLAUF WIEDER KOMMEN KOMMEN MILD	dem westen bringt ein atlantischer tiefausläufer etwas regen gleichzeitig fließt vorübergehend wieder mildere luft heran .
HEUTE NACHT OST WOLKE NEBEL TEIL loc-REGION KLAR	in der osthälfte ist es heute nacht teils wolkig oder neblig teils klar .
WEST BISSCHEN REGEN REGEN AUCH TEIL REGEN MIT FROST	im westen regnet es hier und da ein wenig vereinzelt ist auch gefrierender regen möglich .
DANN TAG WOLKE loc-POSITION BISSCHEN REGEN REGEN	am tag bestimmen meist wolken das himmelsbild gebietsweise fällt leichter regen .
__ON__ WIND SCHWACH MAESSIG IX IX KOMMEN KOMMEN loc-SUED FRISCH __HOLD__ WIND MOEGLICH __OFF__	schwacher bis mäßiger wind aus süd bis südost im nordwesten bläst er frisch mit starken vereinzelt mit stürmischen böen .
HEUTE NACHT ALPEN MINUS ACHT FLUSS PLUS SECHS GRAD	heute nacht minus acht grad am alpenrand am niederrhein bis plus sechs grad .
WENN MORGEN LANG NEBEL NUR ZWEI ZEHN ZWISCHEN ZWOELF GRAD	bei längerem nebel morgen nur zwei entlang des rheins milde zehn bis zwölf grad .
FREITAG VIEL WOLKE BESONDERS loc-SUED REGEN-PLUSPLUS	am freitag gibt es viele wolken die besonders im süden gebietsweise regen bringen .
MEER SCHNEE SCHNEE MAL MAL SONNE	im bergland rieselt schnee hier und da zeigt sich auch mal die sonne .
SAMSTAG SONNTAG WAHRSCHEINLICH IX WEST BISSCHEN REGEN REGEN	am wochenende fällt vor allem in einigen regionen der westhälfte regen .
SONNE SELTEN SEHEN __PU__ __OFF__	die sonne lässt sich nur selten blicken .
loc-NORDWEST KNAPP EINS ZENTIMETER ABER FLAECHENDECKEND ZEHN ZENTIMETER OST DREISSIG ZENTIMETER E R Z BERG KOENNEN FUENF SIEBZIG SCHNEE	im nordwesten ein bisschen knapp so ungefähr einen zentimeter aber teilweise im flachland im westen zehn im osten bis zu dreißig zentimeter und im erzgebirge bis zu fünfundsiebzig zentimeter schnee .
C M SCHNEE HOEHE MEHR ERHOEHEN neg-HABEN KEIN ABER HEUTE NACHT NOCH BISSCHEN SCHNEE SCHNEIEN STARK NORD DEUTSCHLAND BISSCHEN SCHNEE ABER MEHR KLAR HIMMEL	es kommt kaum noch was dazu aber es wird trotzdem heute nacht weiter ein bisschen schneien nicht mehr so sehr stark in norddeutschland sonst klart es auf .
TEMPERATUR SINKEN MINUS ZWOELF BIS MINUS ZWANZIG GRAD MORGEN FRUEH loc-NORDWEST MINUS VIER BIS BIS SIEBEN GRAD UNGEFAEHR	die temperaturen sinken ins bodenlose zwischen minus zwölf und minus zwanzig grad haben wir dann morgen früh im nordwesten zwischen minus vier und minus sieben grad etwa .
TAG GANZTAGS AUCH DURCH FROST MINUS VIER BIS MINUS ZEHN GRAD NORD BISSCHEN MILD WIND MEHR loc-SUEDWEST WEHEN WEHEN BISSCHEN SCHNEE KOMMEN BISSCHEN __PU__	auch tagsüber weiterhin dauerfrost zwischen minus vier und minus zehn grad an der nordsee wird ein bisschen milder der wind dreht dort auf südwest bringt ein paar schneeschauer doch viel wird es nicht mehr sein .
REST WOLKE WOLKE BISSCHEN SONNE-PLUSPLUS loc-SUEDOST BAYERN loc-SUEDOST STARK WOLKE SCHNEE SCHNEE TEILWEISE SCHNEE-PLUSPLUS ABER ALPEN loc-NORDOST KOMMEN	sonst ist es wolkig oder zwischendrin eben auch mal sonnig und im südöstlichen bayern ist es stark bewölkt da schneit es zeitweise ein schneefallgebiet zieht da nochmal über die alpen nach nordosten .
SAMSTAG WIE-GEBLIEBEN ABER SONNTAG VERAENDERN ZUERST SCHNEE WEST SCHNEE DANN GLATT EIS REGEN BISSCHEN MEHR MILD	ja am samstag ändert sich wenig dann allerdings am sonntag beginnt der tag erst mit schnee im westen dann mit glatteisregen und es wird ein bisschen milder .
SCHOEN ABEND WUENSCHEN MACHEN GUT __OFF__	ihnen einen schönen abend und machen sie es gut .
__ON__ JETZT WETTER VORAUS SAGEN MORGEN FREITAG DRITTE DEZEMBER __OFF__	und nun die wettervorhersage für morgen freitag den dritten dezember .
ZWEITE MITTE MEER DANN SLOWAKEI KOMMEN KOMMEN OST loc-REGION REGEN	ein zweites das vom mittelmeer zur slowakei zieht lässt es im südosten schneien .
loc-ZONE ZWISCHEN loc-ZONE SUED MITTE BISSCHEN KLAR	zwischen diesen beiden tiefs kann es heute nacht im süden und in der mitte aufklaren .
HABEN2 KALT LUFT WEHEN MEHR KALT	dabei kühlt die eingeflossene kaltluft noch weiter aus .
KUESTE NORD ALPEN NAH NOCH SCHNEE SCHEINEN SCHEINEN SONST REST MEHR KLAR	im norden sowie in alpennähe fällt heute nacht schnee ansonsten ist es gebietsweise auch längere zeit klar .
SUED BAYERN AUCH TEIL SCHNEE SCHNEIEN	auch in südbayern schneit es zeitweise .
REST loc-REGION TEIL SONNE BISSCHEN WOLKE REST __PU__ TROCKEN	im übrigen land mal sonne mal wolken und weitgehend trocken .
SUED SCHWACH AUCH MAESSIG MAESSIG NORD FRISCH WEHEN WEHEN __??__ WEHEN WEHEN __OFF__	in der südhälfte schwacher sonst auch mäßiger an der ostsee frischer wind aus west bis südwest .
LANG KLAR HIMMEL ENORM STRENG FROST ENORM WENIG KALT WO KUESTE IX BISSCHEN WARM NOCH __PU__	bei längerem aufklaren heute nacht sehr strenger frost am wenigsten kalt in küstennähe .
MINUS EINS F INSEL MINUS ZEHN OST loc-OST	morgen minus ein grad auf den friesischen inseln minus zehn im osten .
